date,price,pe,ticker
2016-06-30,129.519047286,22.831,BA
2016-03-31,127.024999864,17.261,BA
2015-12-31,145.182273227,14.894,BA
2015-09-30,132.85749965,16.844,BA
2015-06-30,142.383180818,18.871,BA
2015-03-31,152.677618857,17.973,BA
2014-12-31,128.518182591,19.154,BA
2014-09-30,127.449524905,16.61,BA
2014-06-30,132.819524429,18.229,BA
2014-03-31,125.179522524,21.435,BA
2013-12-31,134.859047333,21.104,BA
2013-09-30,113.048948211,22.391,BA
2013-06-30,101.08950005,19.193,BA
2013-03-31,83.2021062632,16.878,BA
2012-12-31,75.08200005,14.71,BA
2012-09-30,70.7431572105,12.707,BA
2012-06-30,70.9325005,12.704,BA
2012-03-31,74.4377271818,13.258,BA
2011-12-31,71.8923815238,14.087,BA
2011-09-30,62.59849955,13.056,BA
2011-06-30,73.5659094545,14.837,BA
2011-03-31,71.442608913,16.656,BA
2010-12-31,64.9831822273,16.171,BA
2010-09-30,63.84250005,15.347,BA
2010-06-30,65.0181815455,48.769,BA
2010-03-31,69.6582612174,46.102,BA
2009-12-31,54.8886358636,33.4,BA
2009-09-30,51.4985717143,-875.898,BA
2009-06-30,47.9100001364,13.762,BA
2009-03-31,33.361428619,13.079,BA
2008-12-31,40.6540911364,11.631,BA
2008-09-30,60.41899965,8.295,BA
2008-06-30,74.0776186667,11.731,BA
2008-03-31,75.92850035,13.994,BA
2007-12-31,89.0289467368,15.991,BA
2007-09-30,99.7915776842,18.128,BA
2007-06-30,97.2519059048,23.279,BA
2007-03-31,89.5818183636,31.066,BA
2006-12-31,89.75949965,32.404,BA
2006-09-30,75.960001,37.924,BA
2006-06-30,82.6514284762,31.709,BA
2006-03-31,75.9959095,24.878,BA
2005-12-31,70.3733328095,22.621,BA
2005-09-30,64.9374996,22.869,BA
2005-06-30,63.880952619,31.402,BA
2005-03-31,57.3899998636,27.634,BA
2004-12-31,53.1223807619,24.444,BA
2004-09-30,53.4894996,14.927,BA
2004-06-30,49.0385712381,15.715,BA
2004-03-31,40.7191305652,20.409,BA
2003-12-31,40.2185714286,47.673,BA
2002-12-31,32.68850055,45.446,BA
