date,price,pe,ticker
2016-06-30,50.8638095714,26.066,MSFT
2016-03-31,53.3209523333,43.075,MSFT
2015-12-31,55.3959093636,36.09,MSFT
2015-09-30,43.561428619,31.26,MSFT
2015-06-30,45.951428619,30.633,MSFT
2015-03-31,42.1318184545,17.53,MSFT
2014-12-31,47.4931819545,18.653,MSFT
2014-09-30,46.3830001,17.365,MSFT
2014-06-30,41.3619051429,16.111,MSFT
2014-03-31,38.9852384286,14.681,MSFT
2013-12-31,37.4557145238,13.114,MSFT
2013-09-30,32.5121050526,12.433,MSFT
2013-06-30,34.63250005,12.135,MSFT
2013-03-31,28.1410002,14.655,MSFT
2012-12-31,26.9784208947,14.971,MSFT
2012-09-30,30.7594443889,15.806,MSFT
2012-06-30,29.6804762857,14.399,MSFT
2012-03-31,32.1949995,11.16,MSFT
2011-12-31,25.7133334762,10.054,MSFT
2011-09-30,25.90699985,9.688,MSFT
2011-06-30,24.4513634091,10.032,MSFT
2011-03-31,25.5630435217,10.335,MSFT
2010-12-31,27.55,11.794,MSFT
2010-09-30,24.62800025,10.917,MSFT
2010-06-30,25.4628572857,11.906,MSFT
2010-03-31,29.2586954783,15.914,MSFT
2009-12-31,30.2654546364,15.731,MSFT
2009-09-30,25.1228572857,18.068,MSFT
2009-06-30,22.898571381,14.563,MSFT
2009-03-31,16.9090908182,10.643,MSFT
2008-12-31,19.5168185909,8.828,MSFT
2008-09-30,26.1785002,11.176,MSFT
2008-06-30,28.05049965,13.282,MSFT
2008-03-31,28.37049985,18.038,MSFT
2007-12-31,34.95800005,18.25,MSFT
2007-09-30,28.9216666111,20.118,MSFT
2007-06-30,30.0947617619,19.304,MSFT
2007-03-31,27.6954545455,20.089,MSFT
2006-12-31,29.652,25.038,MSFT
2006-09-30,26.5373687368,21.544,MSFT
2006-06-30,22.4699997143,20.456,MSFT
2006-03-31,27.1699998696,20.636,MSFT
2005-12-31,27.095238,20.972,MSFT
2005-09-30,26.1376191905,20.558,MSFT
2005-06-30,25.2676191429,23.578,MSFT
2005-03-31,24.7354546364,23.494,MSFT
2004-12-31,27.0776190952,28.42,MSFT
2004-09-30,27.3514289524,40.045,MSFT
2004-06-30,27.3971427619,36.46,MSFT
2004-03-31,25.36,38.443,MSFT
2003-12-31,26.7671429524,32.925,MSFT
2003-09-30,28.5129999,28.112,MSFT
2003-06-30,25.1752379048,30.712,MSFT
