date,price,pe,ticker
2016-06-30,82.9200000476,21.839,PG
2016-03-31,82.5072722273,23.326,PG
2015-12-31,78.6404544091,25.132,PG
2015-09-30,70.1595001,27.405,PG
2015-06-30,79.0754547727,29.1,PG
2015-03-31,83.2427270909,24.15,PG
2014-12-31,91.2128571905,24.457,PG
2014-09-30,83.8980004,21.696,PG
2014-06-30,79.6809522381,18.825,PG
2014-03-31,78.9661898095,19.879,PG
2013-12-31,82.5010003,19.703,PG
2013-09-30,78.4089480526,18.868,PG
2013-06-30,77.5065007,19.894,PG
2013-03-31,77.00399975,16.175,PG
2012-12-31,69.3294737895,15.496,PG
2012-09-30,68.8636848421,18.167,PG
2012-06-30,61.4252380476,17.085,PG
2012-03-31,67.2171427143,18.326,PG
2011-12-31,65.396190381,17.541,PG
2011-09-30,62.743809619,15.261,PG
2011-06-30,64.3763633636,13.628,PG
2011-03-31,61.387391087,15.791,PG
2010-12-31,63.6509527619,16.077,PG
2010-09-30,60.7214288095,14.139,PG
2010-06-30,61.1290905455,13.332,PG
2010-03-31,63.6077267727,13.747,PG
2009-12-31,61.9404761429,13.728,PG
2009-09-30,55.7671424762,12.987,PG
2009-06-30,51.8759085909,11.377,PG
2009-03-31,46.7890909545,10.32,PG
2008-12-31,60.6422730455,11.044,PG
2008-09-30,70.5042858571,15.257,PG
2008-06-30,64.7915006,17.847,PG
2008-06-30,64.7915006,17.844,PG
2008-03-31,67.79050105,18.067,PG
2007-12-31,73.7965,18.265,PG
2007-09-30,68.0299995556,20.138,PG
2007-06-30,62.1890472857,19.527,PG
2006-06-30,54.8895244286,22.376,PG
