date,price,pe,ticker
2016-06-30,96.6222727727,10.898,AAPL
2016-03-31,104.267272955,10.573,AAPL
2015-12-31,111.414761857,9.64,AAPL
2015-09-30,112.79761881,12.454,AAPL
2015-06-30,127.732856333,14.074,AAPL
2015-03-31,125.970908364,15.733,AAPL
2014-12-31,112.411364182,15.106,AAPL
2014-09-30,100.548572048,15.602,AAPL
2014-06-30,222.658095333,15.094,AAPL
2014-03-31,533.21427919,12.97,AAPL
2013-12-31,559.8909935,12.2,AAPL
2013-09-30,480.18449895,12.751,AAPL
2013-06-30,425.5379986,10.602,AAPL
2013-03-31,441.797891895,9.593,AAPL
2012-12-31,532.05499735,10.134,AAPL
2012-09-30,681.568426421,13.419,AAPL
2012-06-30,574.562378,13.43,AAPL
2012-03-31,576.152857429,14.77,AAPL
2011-12-31,393.09200095,12.627,AAPL
2011-09-30,392.493333238,14.363,AAPL
2011-06-30,331.306664762,15.194,AAPL
2011-03-31,347.133182364,16.587,AAPL
2010-12-31,321.485911273,18.761,AAPL
2010-09-30,273.35499745,20.151,AAPL
2010-06-30,261.392379762,20.428,AAPL
2010-03-31,223.410869522,25.238,AAPL
2009-12-31,199.12238181,24.628,AAPL
2009-09-30,177.786667524,31.165,AAPL
2009-06-30,139.528181909,27.132,AAPL
2009-03-31,97.5800002381,22.294,AAPL
2008-12-31,91.5436357273,16.198,AAPL
2008-09-30,141.6009989,18.996,AAPL
2008-06-30,178.485715762,32.005,AAPL
2008-03-31,130.8230009,36.498,AAPL
2007-12-31,190.309999789,28.861,AAPL
2007-09-30,142.080000684,41.147,AAPL
2007-06-30,121.70250045,37.186,AAPL
2007-03-31,90.6031815909,33.301,AAPL
2006-12-31,86.47150045,30.084,AAPL
2006-09-30,73.8570002,36.652,AAPL
2006-03-31,64.0352175217,35.445,AAPL
2005-12-31,73.10200025,37.989,AAPL
2005-09-30,51.0147621905,45.2,AAPL
2005-06-30,37.6128572857,35.475,AAPL
2005-03-31,41.9977270455,40.704,AAPL
2004-12-31,64.4376188095,62.358,AAPL
2004-09-30,36.6857141429,91.308,AAPL
2004-06-30,31.3319045238,56.902,AAPL
2004-03-31,26.1549997273,58.73,AAPL
2003-12-31,20.6447619524,60.689,AAPL
2003-09-30,22.1523809048,104.991,AAPL
