date,price,pe,ticker
2016-06-30,53.1066662857,15.485,VZ
2016-03-31,52.8690908636,11.573,VZ
2015-12-31,45.9113637273,11.536,VZ
2015-09-30,44.93699995,18.315,VZ
2015-06-30,47.6447616667,18.819,VZ
2015-03-31,48.8827271364,20.831,VZ
2014-12-31,47.4131815455,21.056,VZ
2014-09-30,49.521428619,12.251,VZ
2014-06-30,49.35649985,13.935,VZ
2014-03-31,46.9909525238,14.355,VZ
2013-12-31,48.7952380952,17.109,VZ
2013-09-30,47.25999935,65.556,VZ
2013-06-30,50.0410523158,92.903,VZ
2013-03-31,48.28499995,133.452,VZ
2012-12-31,43.90549985,150.656,VZ
2012-09-30,44.8831582105,40.989,VZ
2012-06-30,42.9600001,44.666,VZ
2012-03-31,39.0931816818,43.017,VZ
2011-12-31,38.8033328095,44.986,VZ
2011-09-30,36.009524,17.413,VZ
2011-06-30,35.8659093182,18.741,VZ
2011-03-31,36.5047828261,30.251,VZ
2010-12-31,34.3436364545,40.962,VZ
2010-09-30,31.55949995,208.693,VZ
2010-06-30,28.380363381,111.221,VZ
2010-03-31,30.0372733043,34.085,VZ
2009-12-31,33.1303236818,22.47,VZ
2009-09-30,30.3394025238,15.406,VZ
2009-06-30,29.9744270909,15.215,VZ
2009-03-31,29.1465516667,13.171,VZ
2008-12-31,32.9784418571,12.625,VZ
2008-09-30,33.268439,14.35,VZ
2008-06-30,36.52285735,16.566,VZ
2008-03-31,35.517872,19.217,VZ
2007-12-31,44.32784125,19.334,VZ
2007-09-30,43.0435307368,23.92,VZ
2007-06-30,42.4183484,20.174,VZ
2007-03-31,36.8817719524,19.48,VZ
2006-12-31,36.02237145,17.421,VZ
2006-09-30,36.2816507368,15.824,VZ
2006-06-30,32.2432465909,14.459,VZ
2006-03-31,34.2774596522,13.178,VZ
2005-12-31,30.8681562857,13.607,VZ
2005-09-30,32.434825619,9.658,VZ
2005-06-30,34.9187068182,10.524,VZ
2005-03-31,35.5753079524,11.393,VZ
2004-12-31,41.0962722381,12.762,VZ
2004-09-30,40.1657942381,34.135,VZ
2004-06-30,35.6581640952,31.893,VZ
2004-03-31,37.5918135652,54.488,VZ
2003-12-31,33.6691571364,34.12,VZ
