date,price,pe,ticker
2016-06-30,62.9222727273,10.529,JPM
2016-03-31,59.4868179091,10.531,JPM
2015-12-31,66.1481815909,9.193,JPM
2015-09-30,61.76850035,10.973,JPM
2015-06-30,67.8772722273,12.154,JPM
2015-03-31,61.0377273182,11.575,JPM
2014-12-31,61.4813638636,11.285,JPM
2014-09-30,60.2025002,11.078,JPM
2014-06-30,57.119047,14.438,JPM
2014-03-31,58.8690474762,13.761,JPM
2013-12-31,57.0910003,13.141,JPM
2013-09-30,52.33899995,11.678,JPM
2013-06-30,53.2525002,9.09,JPM
2013-03-31,49.348947,8.776,JPM
2012-12-31,42.9025001,9.42,JPM
2012-09-30,40.1294732632,8.336,JPM
2012-06-30,34.38849995,8.243,JPM
2012-03-31,43.3731818636,8.889,JPM
2011-12-31,32.4771429048,8.526,JPM
2011-09-30,32.3189999,6.958,JPM
2011-06-30,40.7354545,7.868,JPM
2011-03-31,45.5943480435,9.982,JPM
2010-12-31,40.9638094286,11.798,JPM
2010-09-30,39.53399985,10.904,JPM
2010-06-30,38.1954545,11.855,JPM
2010-03-31,43.4165220435,16.307,JPM
2009-12-31,41.4680955238,18.498,JPM
2009-09-30,43.6671431905,28.604,JPM
2009-06-30,34.3931813636,51.879,JPM
2009-03-31,23.2700000455,32.493,JPM
2008-12-31,30.8057143333,16.126,JPM
2008-09-30,41.027143,18.483,JPM
2008-06-30,38.56050015,13.544,JPM
2008-03-31,40.8980004,12.499,JPM
2007-12-31,44.8595003,8.986,JPM
2007-09-30,45.6911109444,8.4,JPM
2007-06-30,50.0190002,8.874,JPM
2007-03-31,48.2022731818,10.999,JPM
2006-12-31,47.75199995,11.834,JPM
2006-09-30,46.4689475789,13.106,JPM
2006-06-30,41.5876189524,13.006,JPM
2006-03-31,41.5352175652,17.246,JPM
2006-03-31,41.5352175652,17.081,JPM
2005-12-31,39.42,16.893,JPM
2005-09-30,34.32349985,17.771,JPM
2005-06-30,35.7195234286,19.485,JPM
2005-03-31,36.0281819091,26.56,JPM
2004-12-31,38.5627269545,29.781,JPM
2004-09-30,39.5795239048,30.21,JPM
2004-06-30,37.5929998,26.645,JPM
2004-03-31,41.7431816818,10.244,JPM
2003-12-31,35.6909087273,12.495,JPM
2002-12-31,24.2385715714,28.973,JPM
