date,price,pe,ticker
2016-06-30,128.285238333,22.937,HD
2016-03-31,129.128636455,23.321,HD
2015-12-31,132.516815273,24.489,HD
2015-09-30,115.5495002,21.177,HD
2015-06-30,111.394545318,22.26,HD
2015-03-31,115.013182364,23.154,HD
2014-12-31,100.786666095,21.382,HD
2014-09-30,90.9433320952,21.345,HD
2014-06-30,80.2576180952,19.677,HD
2014-03-31,80.4352388095,20.183,HD
2013-12-31,79.8304759048,21.062,HD
2013-09-30,75.3515004,21.543,HD
2013-06-30,76.2847369474,24.57,HD
2013-03-31,69.9245003,22.858,HD
2012-12-31,62.5615787895,22.347,HD
2012-09-30,58.3983331667,19.972,HD
2012-06-30,51.4023807143,18.531,HD
2012-03-31,48.978095381,19.489,HD
2011-12-31,40.64899945,16.25,HD
2011-09-30,33.3195235714,14.325,HD
2011-06-30,34.8476195238,16.313,HD
2011-03-31,36.8473911739,18.155,HD
2010-12-31,34.4577276364,17.676,HD
2010-09-30,30.3504760476,16.613,HD
2010-06-30,31.4404763333,19.559,HD
2010-03-31,32.1790906818,20.758,HD
2009-12-31,28.6131816364,20.968,HD
2009-09-30,27.323333381,19.662,HD
2009-06-30,23.8413636364,17.309,HD
2009-03-31,21.0499997619,18.592,HD
2008-12-31,23.494091,13.189,HD
2008-09-30,27.4442857143,14.616,HD
2008-06-30,26.2749999,12.449,HD
2008-03-31,26.9515,11.236,HD
2007-12-31,27.59749995,10.262,HD
2007-09-30,34.7484213158,14.247,HD
2007-06-30,38.68349995,14.204,HD
2007-03-31,38.0322725909,12.588,HD
2006-12-31,39.33450005,13.31,HD
2006-09-30,35.96049985,11.433,HD
2006-06-30,36.8095451818,13.116,HD
2006-03-31,42.361739087,15.566,HD
2005-12-31,41.528095381,15.775,HD
2005-09-30,39.7242855714,16.177,HD
2005-06-30,39.5761905714,16.812,HD
2005-03-31,39.0272730455,16.29,HD
2004-12-31,42.4086364091,18.847,HD
2004-09-30,38.1185715714,17.565,HD
2004-06-30,35.51799965,17.471,HD
2004-03-31,36.7218185909,18.992,HD
