date,price,pe,ticker
2016-06-30,31.8999999545,16.328,INTC
2016-03-31,31.5285714762,12.597,INTC
2015-12-31,34.7718185455,11.847,INTC
2015-09-30,29.1009521429,14.283,INTC
2015-06-30,31.8686362273,11.543,INTC
2015-03-31,31.7838094286,13.104,INTC
2014-12-31,36.8972721818,13.904,INTC
2014-09-30,34.780476,15.373,INTC
2014-06-30,29.2695239048,16.462,INTC
2014-03-31,24.91549995,13.753,INTC
2013-12-31,24.8247618571,12.794,INTC
2013-09-30,23.1895,12.797,INTC
2013-06-30,24.61699995,12.207,INTC
2013-03-31,21.4705262632,11.454,INTC
2012-12-31,20.4563158421,9.476,INTC
2012-09-30,23.3947369474,9.047,INTC
2012-06-30,26.3990475714,10.468,INTC
2012-03-31,27.5128573333,11.211,INTC
2011-12-31,24.31199965,10.292,INTC
2011-09-30,21.190952619,9.472,INTC
2011-06-30,21.6172725909,8.621,INTC
2011-03-31,20.6404348261,9.906,INTC
2010-12-31,21.3395454545,10.599,INTC
2010-09-30,18.7034998,10.738,INTC
2010-06-30,20.78,12.116,INTC
2010-03-31,21.6230438261,20.935,INTC
2009-12-31,20.0276189048,26.387,INTC
2009-09-30,19.5919046667,45.228,INTC
2009-06-30,16.1223807619,43.741,INTC
2009-03-31,14.1981818182,19.681,INTC
2008-12-31,14.1509090909,12.696,INTC
2008-09-30,19.60100015,12.166,INTC
2008-06-30,22.54300025,17.682,INTC
2008-03-31,20.96450035,19.912,INTC
2007-12-31,26.8565,16.909,INTC
2007-09-30,25.6338887778,25.25,INTC
2007-06-30,23.0423810952,24.653,INTC
2007-03-31,19.1904546364,23.729,INTC
2006-12-31,20.6565001,23.839,INTC
2006-09-30,19.7019999,19.723,INTC
2006-06-30,18.0504763333,15.166,INTC
2006-03-31,19.8904545909,14.915,INTC
2005-12-31,26.1609521429,13.933,INTC
2005-09-30,24.7957141905,16.386,INTC
2005-06-30,26.8690480476,19.739,INTC
2005-03-31,23.9861904762,19.2,INTC
2004-12-31,23.1777273182,19.685,INTC
2004-09-30,20.4195234762,19.121,INTC
2004-06-30,28.0414285238,21.83,INTC
2004-03-31,27.6886367273,26.088,INTC
2003-12-31,31.5136364545,33.564,INTC
2003-12-31,31.5136364545,33.334,INTC
2002-12-31,17.8142854286,33.276,INTC
