date,price,pe,ticker
2016-06-30,102.059523476,-254.427,CVX
2016-03-31,93.1372725,147.603,CVX
2015-12-31,90.0572727727,35.019,CVX
2015-09-30,77.1179993,20.468,CVX
2015-06-30,100.117272364,12.959,CVX
2015-03-31,104.636666857,11.695,CVX
2014-12-31,109.389047619,10.612,CVX
2014-09-30,124.075714905,10.849,CVX
2014-06-30,127.62949975,11.904,CVX
2014-03-31,115.830951429,12.017,CVX
2013-12-31,122.479047476,10.042,CVX
2013-09-30,123.265262789,9.818,CVX
2013-06-30,120.327499,9.911,CVX
2013-03-31,119.1784999,9.141,CVX
2012-12-31,107.731578211,8.605,CVX
2012-09-30,115.609473316,8.978,CVX
2012-06-30,100.986190095,8.049,CVX
2012-03-31,108.856190238,7.702,CVX
2011-12-31,103.805238333,7.964,CVX
2011-09-30,95.5319047143,7.809,CVX
2011-06-30,100.19047619,8.431,CVX
2011-03-31,103.730000957,9.974,CVX
2010-12-31,88.3180955714,10.766,CVX
2010-09-30,79.0014289524,10.18,CVX
2010-06-30,72.6022724545,9.428,CVX
2010-03-31,74.2263640909,12.204,CVX
2009-12-31,77.5577271818,13.815,CVX
2009-09-30,70.8100004286,12.591,CVX
2009-06-30,68.570952619,8.484,CVX
2009-03-31,63.8436358182,6.615,CVX
2008-12-31,74.2913630455,5.291,CVX
2008-09-30,82.9547627143,5.957,CVX
2008-06-30,98.7438098095,8.685,CVX
2008-03-31,85.3773694737,10.529,CVX
2007-12-31,91.5636849474,9.379,CVX
2007-12-31,91.5636849474,9.892,CVX
2007-09-30,91.1821051053,10.883,CVX
2007-06-30,82.311,9.146,CVX
2007-03-31,70.0228569048,9.544,CVX
2006-12-31,73.7969998,8.627,CVX
2006-09-30,63.22999965,8.579,CVX
2006-06-30,58.978571,8.949,CVX
2006-03-31,56.7034784348,8.913,CVX
2005-12-31,58.105238,9.038,CVX
2005-09-30,63.44449985,9.969,CVX
2005-06-30,56.5799996364,9.673,CVX
2005-03-31,59.4990905455,8.274,CVX
2004-12-31,52.5985711905,9.662,CVX
2004-09-30,69.0235001,9.692,CVX
2004-06-30,92.2319052857,9.896,CVX
2004-03-31,88.1247823478,12.458,CVX
2003-12-31,80.8604537727,13.318,CVX
2002-12-31,67.27200065,61.07,CVX
