date,price,pe,ticker
2016-06-30,34.7100001429,30.489,PFE
2016-03-31,29.8228573333,26.486,PFE
2015-12-31,32.5177273182,26.363,PFE
2015-09-30,32.2476184762,25.216,PFE
2015-06-30,34.1609524286,24.382,PFE
2015-03-31,34.3542855714,22.52,PFE
2014-12-31,31.5322728636,23.026,PFE
2014-09-30,29.7947617619,18.069,PFE
2014-06-30,29.5733333333,17.098,PFE
2014-03-31,31.98799955,8.621,PFE
2013-12-31,30.78399985,9.315,PFE
2013-09-30,28.5749998,7.883,PFE
2013-06-30,28.36999995,7.334,PFE
2013-03-31,28.1570003,13.121,PFE
2012-12-31,25.3214998,13.515,PFE
2012-12-31,25.3214998,13.505,PFE
2012-09-30,24.3455555556,18.357,PFE
2012-06-30,22.2935002,17.439,PFE
2012-03-31,21.8386363636,17.843,PFE
2011-12-31,20.9419045238,15.982,PFE
2011-09-30,18.14649995,13.274,PFE
2011-06-30,20.526666619,16.18,PFE
2011-03-31,19.8373911304,19.526,PFE
2010-12-31,17.1463636364,18.63,PFE
2010-09-30,16.9804760476,22.003,PFE
2010-06-30,14.9085714286,15.986,PFE
2010-03-31,17.3030435217,16.84,PFE
2009-12-31,18.4227271364,16.402,PFE
2009-09-30,16.4057140952,16.885,PFE
2009-06-30,14.7031818182,14.145,PFE
2009-03-31,13.4740909091,12.072,PFE
2008-12-31,16.8599999545,10.246,PFE
2008-09-30,18.3999999,10.764,PFE
2008-06-30,17.9085712381,14.786,PFE
2008-03-31,21.116,18.502,PFE
2007-12-31,23.47349985,18.496,PFE
2007-09-30,24.4616666667,10.872,PFE
2007-06-30,26.274,9.56,PFE
2007-03-31,25.2809094545,10.208,PFE
2006-12-31,25.68249985,9.177,PFE
2006-09-30,28.107,15.168,PFE
2006-06-30,23.2914288095,17.355,PFE
2006-03-31,25.9622725909,15.731,PFE
2005-12-31,22.5124998,23.899,PFE
2005-09-30,25.5680952857,19.974,PFE
2005-06-30,28.1922727727,19.454,PFE
2005-03-31,26.3150001818,22.003,PFE
2004-12-31,26.9938095238,17.26,PFE
2004-09-30,31.477,23.73,PFE
2004-06-30,35.1685718095,29.316,PFE
2004-03-31,35.5004348696,175.933,PFE
2003-12-31,34.4680949048,70.927,PFE
2002-12-31,30.8304762857,21.452,PFE
