date,price,pe,ticker
2016-06-30,90.5266669048,34.276,XOM
2016-03-31,83.2223812857,28.007,XOM
2015-12-31,77.9109095,20.962,XOM
2015-09-30,72.95350025,17.95,XOM
2015-06-30,84.5463630455,13.536,XOM
2015-03-31,85.1790914545,13.002,XOM
2014-12-31,91.9623802381,11.557,XOM
2014-09-30,96.7180954286,11.737,XOM
2014-06-30,101.879047476,12.379,XOM
2014-03-31,94.9009522857,13.76,XOM
2013-12-31,97.243333,12.705,XOM
2013-09-30,87.8990006,11.757,XOM
2013-06-30,90.3736853158,11.221,XOM
2013-03-31,89.26450015,8.771,XOM
2012-12-31,87.9065006,8.938,XOM
2012-09-30,90.5900007895,9.422,XOM
2012-06-30,81.58199955,8.792,XOM
2012-03-31,86.1250010909,10.048,XOM
2011-12-31,81.7619051905,10.026,XOM
2011-09-30,72.29199985,9.24,XOM
2011-06-30,79.8890907727,9.465,XOM
2011-03-31,83.1634779565,11.692,XOM
2010-12-31,72.3309529048,13.923,XOM
2010-12-31,72.3309529048,13.893,XOM
2010-09-30,61.2471429524,12.573,XOM
2010-06-30,60.7131813182,12.961,XOM
2010-03-31,66.609092,14.273,XOM
2009-12-31,70.8368183636,15.917,XOM
2009-09-30,69.4652379524,16.351,XOM
2009-06-30,71.7014286667,10.804,XOM
2009-03-31,67.3154542727,8.491,XOM
2008-12-31,78.0749987273,7.42,XOM
2008-09-30,76.7364999,8.034,XOM
2008-06-30,87.3719047619,9.325,XOM
2008-03-31,85.6184213684,11.272,XOM
2007-12-31,91.8544997,11.775,XOM
2007-09-30,89.6610533158,12.154,XOM
2007-06-30,83.6150001,11.8,XOM
2007-03-31,72.4127273636,11.353,XOM
2006-12-31,76.61900035,10.332,XOM
2006-09-30,66.0578946316,10.773,XOM
2006-06-30,59.2377272727,10.367,XOM
2006-03-31,60.6122723636,10.446,XOM
2005-12-31,58.19599965,10.034,XOM
2005-09-30,63.2190478095,10.646,XOM
2005-06-30,58.5899998182,12.465,XOM
2005-03-31,61.0885714286,13.259,XOM
2004-12-31,50.6827270455,15.96,XOM
2003-12-31,38.5250002273,12.737,XOM
2002-12-31,35.1071432381,20.934,XOM
