date,price,pe,ticker
2016-06-30,44.9740911364,24.592,KO
2016-03-31,45.1352380952,26.533,KO
2015-12-31,43.075909,26.009,KO
2015-09-30,38.9528571429,26.995,KO
2015-06-30,40.2271431429,23.389,KO
2015-03-31,40.9240907727,25.126,KO
2014-12-31,42.5022722727,25.867,KO
2014-09-30,41.9185710952,22.32,KO
2014-06-30,41.2752379524,20.759,KO
2014-03-31,38.44850005,21.165,KO
2013-12-31,40.09550015,19.54,KO
2013-09-30,38.62750065,19.604,KO
2013-06-30,40.4525001,21.043,KO
2013-03-31,39.39050005,21.64,KO
2012-12-31,37.1063155789,19.0,KO
2012-09-30,38.0272217778,18.889,KO
2012-06-30,75.1580944762,20.361,KO
2012-03-31,70.7357152857,19.591,KO
2011-12-31,67.78600075,18.265,KO
2011-09-30,69.5295232857,12.273,KO
2011-06-30,65.7309095455,12.418,KO
2011-03-31,64.6186362273,12.818,KO
2010-12-31,64.9886355909,12.419,KO
2010-09-30,58.0195236667,18.782,KO
2010-06-30,51.7004765238,17.553,KO
2010-03-31,54.2286364091,17.487,KO
2009-12-31,57.7877275455,17.809,KO
2009-09-30,51.8728571905,19.971,KO
2009-06-30,48.5580954286,18.358,KO
2009-03-31,41.5754542727,17.623,KO
2008-12-31,44.9309093636,16.37,KO
2008-09-30,52.67450005,16.532,KO
2008-06-30,54.9544996,20.704,KO
2008-03-31,59.7379997,22.16,KO
2007-12-31,62.8589997,23.104,KO
2007-09-30,55.9361110556,25.542,KO
2007-06-30,51.8719047619,23.343,KO
2007-03-31,47.4154548636,22.975,KO
2006-12-31,48.46900045,21.681,KO
2006-09-30,44.5952633158,20.981,KO
2006-06-30,43.1328568095,20.396,KO
2006-03-31,42.3843478696,19.908,KO
2005-12-31,41.4738095714,20.398,KO
2005-09-30,43.3657145238,19.252,KO
2005-06-30,43.4914288571,21.539,KO
2005-03-31,42.3133331905,21.768,KO
2004-12-31,41.0127273182,21.699,KO
2003-12-31,49.0033329048,28.103,KO
