"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","industry","Summary Quote",
"YDKN","Yadkin Financial Corporation","19.01","600695222.07","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ydkn",
"YHOO","Yahoo! Inc.","50.88","48201243556.8","n/a","1996","Technology","EDP Services","http://www.nasdaq.com/symbol/yhoo",
"AUY","Yamana Gold Inc.","4.13","3637576886.86","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/auy",
"YNDX","Yandex N.V.","18","5729679882","n/a","2011","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/yndx",
"YZC","Yanzhou Coal Mining Company Limited","8.31","4087190400","n/a","1998","Energy","Coal Mining","http://www.nasdaq.com/symbol/yzc",
"YELP","Yelp Inc.","54.59","3958792448.42","n/a","2012","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/yelp",
"YGE","Yingli Green Energy Holding Company Limited","2.36","369962497.2","n/a","2007","Technology","Semiconductors","http://www.nasdaq.com/symbol/yge",
"YDLE","Yodlee, Inc.","12.43","363350279.6","n/a","2014","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/ydle",
"YOD","You On Demand Holdings, Inc.","2.11","50080552.49","n/a","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/yod",
"YOKU","Youku Tudou Inc.","17.96","3555449532.16","n/a","2010","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/yoku",
"YPF","YPF Sociedad Anonima","24.22","9526035846.46","n/a","1993","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/ypf",
"YRCW","YRC Worldwide, Inc.","24.38","762069332.98","n/a","n/a","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/yrcw",
"YUM","Yum! Brands, Inc.","71.17","31136363287.7","n/a","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/yum",
"YUMA^A","Yuma Energy, Inc.","16.9","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/yuma^a",
"YUMA","Yuma Energy, Inc.","2","137731924","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/yuma",
"YUME","YuMe, Inc.","5.11","168858166.61","n/a","2013","Technology","Advertising","http://www.nasdaq.com/symbol/yume",
"YY","YY Inc.","65.43","3657227254.38","n/a","2012","Technology","EDP Services","http://www.nasdaq.com/symbol/yy",
