"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","industry","Summary Quote",
"QTWO","Q2 Holdings, Inc.","19.73","675134891.81","n/a","2014","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/qtwo",
"QADA","QAD Inc.","22.34","358832452.2","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/qada",
"QADB","QAD Inc.","18.211","292511091.63","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/qadb",
"QCCO","QC Holdings, Inc.","1.8","31520323.8","n/a","2004","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/qcco",
"QCRH","QCR Holdings, Inc.","17.87","141926899.56","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/qcrh",
"QEPM","QEP Midstream Partners, LP","16.2","865634688","n/a","2013","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/qepm",
"QEP","QEP Resources, Inc.","20.53","3698460612.4","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/qep",
"QGEN","Qiagen N.V.","23.57","5500177350","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/qgen",
"QIHU","Qihoo 360 Technology Co. Ltd.","58.86","7412079700.8","n/a","2011","Technology","EDP Services","http://www.nasdaq.com/symbol/qihu",
"QIWI","QIWI plc","20.06","1047245860.56","n/a","2013","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/qiwi",
"QKLS","QKL Stores, Inc.","1.56","2374828.56","n/a","n/a","Consumer Services","Food Chains","http://www.nasdaq.com/symbol/qkls",
"QLIK","Qlik Technologies Inc.","31.51","2845748513.52","n/a","2010","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/qlik",
"QLGC","QLogic Corporation","12.83","1130887520","n/a","n/a","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/qlgc",
"QLTI","QLT Inc.","3.7","189387911.4","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/qlti",
"QTS","QTS Realty Trust, Inc.","32.82","955806291.96","n/a","2013","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/qts",
"QUAD","Quad Graphics, Inc","22.11","1079758963.14","n/a","n/a","Miscellaneous","Publishing","http://www.nasdaq.com/symbol/quad",
"KWR","Quaker Chemical Corporation","90.75","1204185889.5","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/kwr",
"QCOM","QUALCOMM Incorporated","73.43","122084787464.78","n/a","1991","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/qcom",
"QLTY","Quality Distribution, Inc.","9.78","274417538.34","n/a","2003","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/qlty",
"QSII","Quality Systems, Inc.","15.63","942009315.3","n/a","1982","Technology","EDP Services","http://www.nasdaq.com/symbol/qsii",
"QBAK","Qualstar Corporation","1.28","15683989.76","n/a","2000","Technology","Electronic Components","http://www.nasdaq.com/symbol/qbak",
"QLYS","Qualys, Inc.","39.31","1309827872.25","n/a","2012","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/qlys",
"NX","Quanex Building Products Corporation","17.74","641081857.78","n/a","n/a","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/nx",
"PWR","Quanta Services, Inc.","27.61","5866124468.82","n/a","n/a","Capital Goods","Engineering & Construction","http://www.nasdaq.com/symbol/pwr",
"QTM","Quantum Corporation","1.78","454781434.64","n/a","n/a","Technology","Electronic Components","http://www.nasdaq.com/symbol/qtm",
"QTWW","Quantum Fuel Systems Technologies Worldwide, Inc.","2.45","57026846.8","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/qtww",
"DGX","Quest Diagnostics Incorporated","66.34","9588401746.96","n/a","n/a","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/dgx",
"QRM","Quest Rare Minerals Ltd","0.091","7173456.836","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/qrm",
"QRHC","Quest Resource Holding Corporation.","1.3","145081695.2","n/a","n/a","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/qrhc",
"STR","Questar Corporation","24.85","4355125242.65","n/a","n/a","Public Utilities","Oil & Gas Production","http://www.nasdaq.com/symbol/str",
"QUIK","QuickLogic Corporation","3.09","172604745.69","n/a","1999","Technology","Semiconductors","http://www.nasdaq.com/symbol/quik",
"KWK","Quicksilver Resources Inc.","0.27","48595549.05","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/kwk",
"QDEL","Quidel Corporation","27.63","950769602.73","n/a","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/qdel",
"ZQK","Quiksilver, Inc.","2.72","465588411.2","n/a","n/a","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/zqk",
"QNST","QuinStreet, Inc.","5.98","265436382.9","n/a","2010","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/qnst",
"Q","Quintiles Transitional Holdings Inc.","60.39","7720994659.95","n/a","2013","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/q",
"QUMU","Qumu Corporation","13.5","121803277.5","n/a","n/a","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/qumu",
"QUNR","Qunar Cayman Islands Limited","28.79","3423546180.59","n/a","2013","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/qunr",
"QTNT","Quotient Limited","14.42","207309807.74","n/a","2014","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/qtnt",
"QTNTW","Quotient Limited","4.7499","0","n/a","2014","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/qtntw",
"CTQ","Qwest Corporation","26.73","0","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/ctq",
"CTU","Qwest Corporation","26.24","0","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/ctu",
"CTV","Qwest Corporation","25.75","0","n/a","2014","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/ctv",
"CTW","Qwest Corporation","26.78","0","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/ctw",
"CTX","Qwest Corporation","26.2928","3295003494.3936","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/ctx",
"CTY","Qwest Corporation","24.1401","0","n/a","2013","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/cty",
