"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","industry","Summary Quote",
"KW","Kennedy-Wilson Holdings Inc.","25.72","2438445736.44","n/a","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/kw",
"KWN","Kennedy-Wilson Holdings Inc.","25.75","0","n/a","2012","Finance","Real Estate","http://www.nasdaq.com/symbol/kwn",
"KFFB","Kentucky First Federal Bancorp","8.151","69480574.878","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/kffb",
"KERX","Keryx Biopharmaceuticals, Inc.","14.79","1359796992.63","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/kerx",
"GMCR","Keurig Green Mountain, Inc.","137.17","22230018477.7","n/a","1993","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/gmcr",
"KEQU","Kewaunee Scientific Corporation","17.31","45470738.88","n/a","n/a","Capital Goods","Medical Specialities","http://www.nasdaq.com/symbol/kequ",
"KEG","Key Energy Services, Inc.","1.74","267045548.22","n/a","n/a","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/keg",
"KTEC","Key Technology, Inc.","12.49","78647519.11","n/a","1993","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/ktec",
"KTCC","Key Tronic Corporation","7.97","84096889.6","n/a","1983","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/ktcc",
"KEY","KeyCorp","13.8","11955278500.2","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/key",
"KEY^G","KeyCorp","130.549","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/key^g",
"KEYS","Keysight Technologies Inc.","33.98","5668411621.68","n/a","2014","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/keys",
"KFRC","Kforce, Inc.","24.12","737776626.48","n/a","1995","Technology","Professional Services","http://www.nasdaq.com/symbol/kfrc",
"KRC","Kilroy Realty Corporation","70.56","5933619014.4","n/a","1997","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/krc",
"KRC^G","Kilroy Realty Corporation","25.6","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/krc^g",
"KRC^H","Kilroy Realty Corporation","24.66","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/krc^h",
"KE","Kimball Electronics, Inc.","11.82","344470839.18","n/a","n/a","Technology","Electrical Products","http://www.nasdaq.com/symbol/ke",
"KBAL","Kimball International, Inc.","9.59","372642446.82","n/a","n/a","Consumer Durables","Home Furnishings","http://www.nasdaq.com/symbol/kbal",
"KMB","Kimberly-Clark Corporation","115.84","43145208167.04","n/a","n/a","Consumer Durables","Containers/Packaging","http://www.nasdaq.com/symbol/kmb",
"KIM","Kimco Realty Corporation","25.58","10524251858.12","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/kim",
"KIM^H","Kimco Realty Corporation","26.19","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/kim^h",
"KIM^I","Kimco Realty Corporation","25.59","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/kim^i",
"KIM^J","Kimco Realty Corporation","24.12","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/kim^j",
"KIM^K","Kimco Realty Corporation","24.13","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/kim^k",
"KMI/WS","Kinder Morgan, Inc.","3.9","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/kmi/ws",
"KMI","Kinder Morgan, Inc.","41.63","88463750000","n/a","2011","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/kmi",
"KIN","Kindred Biosciences, Inc.","6.88","135635636.16","n/a","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/kin",
"KND","Kindred Healthcare, Inc.","18.04","1255833908.12","n/a","n/a","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/knd",
"KNMD","KineMed, Inc.","n/a","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/knmd",
"KING","King Digital Entertainment plc","16.39","5271483788.67","n/a","2014","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/king",
"KGJI","Kingold Jewelry Inc.","0.9062","59767027.2644","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/kgji",
"KINS","Kingstone Companies, Inc","8.01","58435865.64","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/kins",
"KFS","Kingsway Financial Services, Inc.","5.6","121419485.6","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/kfs",
"KONE","Kingtone Wirelessinfo Solution Holding Ltd","2.94","4130700","n/a","2010","Technology","EDP Services","http://www.nasdaq.com/symbol/kone",
"KGC","Kinross Gold Corporation","2.89","3307772755.83","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/kgc",
"KEX","Kirby Corporation","80.86","4613790740","n/a","n/a","Consumer Services","Marine Transportation","http://www.nasdaq.com/symbol/kex",
"KIRK","Kirkland's, Inc.","23.12","396427588.64","n/a","2002","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/kirk",
"KITE","Kite Pharma, Inc.","53.58","2054738991.36","n/a","2014","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/kite",
"KRG","Kite Realty Group Trust","27.86","2325507771.3","n/a","2004","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/krg",
"KRG^A","Kite Realty Group Trust","25.72","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/krg^a",
"KKR","KKR & Co. L.P.","22.49","26835673295.86","n/a","n/a","Finance","Investment Managers","http://www.nasdaq.com/symbol/kkr",
"KFH","KKR Financial Holdings LLC","27.51","0","n/a","2011","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/kfh",
"KFI","KKR Financial Holdings LLC","27.14","0","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/kfi",
"KFN^","KKR Financial Holdings LLC","26.12","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/kfn^",
"KIO","KKR Income Opportunities Fund","16.34","249270556.24","n/a","2013","n/a","n/a","http://www.nasdaq.com/symbol/kio",
"KLAC","KLA-Tencor Corporation","69.72","11467335045.6","n/a","1980","Capital Goods","Electronic Components","http://www.nasdaq.com/symbol/klac",
"KLXI","KLX Inc.","42.74","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/klxi",
"KMG","KMG Chemicals, Inc.","20.93","244146984.9","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/kmg",
"KNX","Knight Transportation, Inc.","32.9","2669772292.6","n/a","n/a","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/knx",
"VLCCF","Knightsbridge Shipping Limited","4.71","377372500.5","n/a","1997","Consumer Services","Marine Transportation","http://www.nasdaq.com/symbol/vlccf",
"KNL","Knoll, Inc.","20.76","1010557854.24","n/a","2004","Consumer Durables","Office Equipment/Supplies/Services","http://www.nasdaq.com/symbol/knl",
"KNOP","KNOT Offshore Partners LP","21.38","464694300","n/a","2013","Consumer Services","Marine Transportation","http://www.nasdaq.com/symbol/knop",
"KN","Knowles Corporation","20.18","1716118077.02","n/a","2014","Consumer Non-Durables","Consumer Electronics/Appliances","http://www.nasdaq.com/symbol/kn",
"KFX","Kofax Limited","6.79","625982288.05","n/a","2013","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/kfx",
"KSS","Kohl's Corporation","59.59","12037723162.85","n/a","1992","Consumer Services","Department/Specialty Retail Stores","http://www.nasdaq.com/symbol/kss",
"KONA","Kona Grill, Inc.","21.61","238536409.62","n/a","2005","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/kona",
"KNM","Konami Corporation","18.83","2610046127.99","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/knm",
"KZ","KongZhong Corporation","5.5","252296418","n/a","n/a","Technology","Telecommunications Equipment","http://www.nasdaq.com/symbol/kz",
"PHG","Koninklijke Philips N.V.","29.06","26734415380","n/a","n/a","Energy","Consumer Electronics/Appliances","http://www.nasdaq.com/symbol/phg",
"KOPN","Kopin Corporation","3.36","221450392.8","n/a","1992","Technology","Semiconductors","http://www.nasdaq.com/symbol/kopn",
"KOP","Koppers Holdings Inc.","25.42","520983179.62","n/a","2006","Basic Industries","Forest Products","http://www.nasdaq.com/symbol/kop",
"KEP","Korea Electric Power Corporation","19.65","24485239422.6","n/a","1994","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/kep",
"KEF","Korea Equity Fund, Inc.","7.61","74129010","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/kef",
"KF","Korea Fund, Inc. (The)","37.52","296093694.96","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/kf",
"KFY","Korn/Ferry International","29.3","1475755795.6","n/a","1999","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/kfy",
"KOS","Kosmos Energy Ltd.","8.3","3211042165","n/a","2011","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/kos",
"KOSS","Koss Corporation","1.88","13879487.28","n/a","n/a","Consumer Non-Durables","Consumer Electronics/Appliances","http://www.nasdaq.com/symbol/koss",
"KRFT","Kraft Foods Group, Inc.","63.51","37396197696.21","n/a","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/krft",
"KWEB","KraneShares CSI China Internet ETF","33.7","94360000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/kweb",
"KRA","Kraton Performance Polymers, Inc","21","689424372","n/a","2009","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/kra",
"KTOS","Kratos Defense & Security Solutions, Inc.","5.05","291871289.75","n/a","n/a","Capital Goods","Military/Government/Technical","http://www.nasdaq.com/symbol/ktos",
"KKD","Krispy Kreme Doughnuts, Inc.","19.29","1249432667.16","n/a","n/a","Consumer Non-Durables","Food Chains","http://www.nasdaq.com/symbol/kkd",
"KR","Kroger Company (The)","63.55","31223665365.8","n/a","n/a","Consumer Services","Food Chains","http://www.nasdaq.com/symbol/kr",
"KRO","Kronos Worldwide Inc","12.77","1479693076.46","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/kro",
"KT","KT Corporation","14.3","7467797708.8","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/kt",
"KUTV","Ku6 Media Co., Ltd.","1.06","50413449.48","n/a","n/a","Consumer Services","Telecommunications Equipment","http://www.nasdaq.com/symbol/kutv",
"KLIC","Kulicke and Soffa Industries, Inc.","13.9","1070137898.2","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/klic",
"KVHI","KVH Industries, Inc.","12.5","198887550","n/a","1996","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/kvhi",
"KYO","Kyocera Corporation","47.81","17539793753.02","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/kyo",
"KYTH","Kythera Biopharmaceuticals, Inc.","35.69","809282135.11","n/a","2012","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/kyth",
