"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","industry","Summary Quote",
"USCR","U S Concrete, Inc.","27.86","389477060.84","n/a","n/a","Capital Goods","Building Materials","http://www.nasdaq.com/symbol/uscr",
"PRTS","U.S. Auto Parts Network, Inc.","2.38","79883124.44","n/a","2007","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/prts",
"USB","U.S. Bancorp","45.2","80880264602","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/usb",
"USB^A","U.S. Bancorp","815","0","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/usb^a",
"USB^H","U.S. Bancorp","21.63","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/usb^h",
"USB^M","U.S. Bancorp","29.4","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/usb^m",
"USB^N","U.S. Bancorp","27.25","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/usb^n",
"USB^O","U.S. Bancorp","23.35","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/usb^o",
"USEG","U.S. Energy Corp.","1.44","40184553.6","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/useg",
"HTM","U.S. Geothermal Inc.","0.4505","47899529.63","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/htm",
"GROW","U.S. Global Investors, Inc.","2.72","41933995.2","n/a","n/a","Finance","Investment Managers","http://www.nasdaq.com/symbol/grow",
"USPH","U.S. Physical Therapy, Inc.","40.25","493823023.75","n/a","1992","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/usph",
"SLCA","U.S. Silica Holdings, Inc.","28.41","1531720490.76","n/a","2012","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","http://www.nasdaq.com/symbol/slca",
"UBIC","UBIC, Inc.","13.9","246104573.5","n/a","2013","Technology","EDP Services","http://www.nasdaq.com/symbol/ubic",
"UBNT","Ubiquiti Networks, Inc.","30.82","2723311631.42","n/a","2011","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/ubnt",
"OUBS","UBS AG","17.13","65857328439.69","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/oubs",
"UBS","UBS AG","17.38","60401694944.58","n/a","2014","Finance","Major Banks","http://www.nasdaq.com/symbol/ubs",
"UBS^D","UBS AG","18.38","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ubs^d",
"UCP","UCP, Inc.","11.01","87224699.16","n/a","2013","Capital Goods","Homebuilding","http://www.nasdaq.com/symbol/ucp",
"UFPT","UFP Technologies, Inc.","23.04","162583349.76","n/a","1993","Capital Goods","Containers/Packaging","http://www.nasdaq.com/symbol/ufpt",
"UGI","UGI Corporation","37.71","6502161230.64","n/a","n/a","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/ugi",
"UIL","UIL Holdings Corporation","43.3","2448453317.8","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/uil",
"ULTA","Ulta Salon, Cosmetics & Fragrance, Inc.","129.22","8317329939.1","n/a","2007","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/ulta",
"UCTT","Ultra Clean Holdings, Inc.","9.05","267269242.65","n/a","2004","Technology","Semiconductors","http://www.nasdaq.com/symbol/uctt",
"UPL","Ultra Petroleum Corp.","15.77","2416131193.54","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/upl",
"RARE","Ultragenyx Pharmaceutical Inc.","48.38","1543257993.26","n/a","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/rare",
"ULBI","Ultralife Corporation","3.11","54104701.1","n/a","1992","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/ulbi",
"UGP","Ultrapar Participacoes S.A.","19.09","10621773282.64","n/a","n/a","Public Utilities","Oil/Gas Transmission","http://www.nasdaq.com/symbol/ugp",
"ULTR","Ultrapetrol (Bahamas) Limited","2.25","316641345.75","n/a","2006","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/ultr",
"UTEK","Ultratech, Inc.","17.59","497290161.74","n/a","1993","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/utek",
"UMBF","UMB Financial Corporation","56.82","2584931919.72","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/umbf",
"UMH","UMH Properties, Inc.","9.6","226789113.6","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/umh",
"UMH^A","UMH Properties, Inc.","25.9501","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/umh^a",
"UMPQ","Umpqua Holdings Corporation","16.99","3691008707.49","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/umpq",
"UA","Under Armour, Inc.","69.09","14764321860.96","n/a","n/a","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/ua",
"UNAM","Unico American Corporation","11.86","63346003.42","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/unam",
"UFI","Unifi, Inc.","27.37","497717976","n/a","n/a","Consumer Non-Durables","Textiles","http://www.nasdaq.com/symbol/ufi",
"UNF","Unifirst Corporation","117.26","2351481149.16","n/a","n/a","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/unf",
"UN","Unilever NV","39.35","119029187800.35","n/a","n/a","Basic Industries","Package Goods/Cosmetics","http://www.nasdaq.com/symbol/un",
"UL","Unilever PLC","41.1","124322734907.1","n/a","n/a","Basic Industries","Package Goods/Cosmetics","http://www.nasdaq.com/symbol/ul",
"UNIS","Unilife Corporation","3.4","377389813.6","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/unis",
"UBSH","Union Bankshares Corporation","23.89","1085893599.33","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ubsh",
"UNB","Union Bankshares, Inc.","24.2999","108339403.157","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/unb",
"UNP","Union Pacific Corporation","118.47","105331591820.07","n/a","n/a","Transportation","Railroads","http://www.nasdaq.com/symbol/unp",
"UNXL","Uni-Pixel, Inc.","6.06","74845332.9","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/unxl",
"QURE","uniQure N.V.","15.51","276706092.96","n/a","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/qure",
"UIS","Unisys Corporation","28.27","1411444968.89","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/uis",
"UNT","Unit Corporation","37.25","1846634852.5","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/unt",
"UBCP","United Bancorp, Inc.","8.18","43962477.48","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ubcp",
"UBOH","United Bancshares, Inc.","14.8","49842478","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/uboh",
