Date,Open,High,Low,Close,Volume,Adj Close
1996-11-30,24.8054928889,24.8766927778,24.777733,24.777733,88000.0,0.141505444444
1996-12-31,27.1368915238,27.1495429524,26.970228619,27.1368915238,127428.571429,0.154978714286
1997-01-31,30.2797602381,30.3110058571,30.1019087619,30.2797602381,133714.285714,0.172927333333
1997-02-28,35.1537604737,35.3050741053,34.9004845263,35.1537604737,310863.157895,0.200762736842
1997-03-31,35.76956355,35.96407195,35.528916,35.76956355,467520.0,0.20427965
1997-04-30,35.6427602273,35.7315382727,35.524844,35.6427602273,267927.272727,0.203555545455
1997-05-31,34.223954381,34.4121942857,34.1339314762,34.223954381,338057.142857,0.195452619048
1997-06-30,32.66801985,32.831268,32.56723205,32.66801985,176160.0,0.18656685
1997-07-31,33.5703272273,33.9680398636,33.4062545909,33.5703272273,278836.363636,0.191719909091
1997-08-31,33.4062516667,33.5312572857,33.0684572381,33.4062516667,1061257.14286,0.190782904762
1997-09-30,37.56329955,37.61720365,37.18907985,37.56329955,1156920.0,0.21452375
1997-10-31,37.0706402174,37.2581428261,36.8308177391,37.0706402174,105704.347826,0.211710086957
1997-11-30,31.0394907895,31.3355371053,30.6217263158,30.8717181579,538231.578947,0.176308052632
1997-12-31,27.2755745,27.5710365,26.9204509545,27.252862,339490.909091,0.156161545455
1998-01-31,24.6480378947,24.8223665263,24.4737093158,24.624998,144884.210526,0.151559842105
1998-02-28,24.6710654737,24.7631748947,24.5954149474,24.7039707368,88547.3684211,0.152045894737
1998-03-31,28.9233053636,29.2556835455,28.7670545,29.0568325455,152072.727273,0.178836454545
1998-04-30,30.3273601905,30.4821257143,30.2767772857,30.3362973333,97028.5714286,0.186711428571
1998-05-31,30.0098523158,30.1578817895,29.6348712632,29.7894693684,120505.263158,0.186217473684
1998-06-30,24.6789708636,24.9517089545,24.5312616364,24.8068362727,108109.090909,0.155070454545
1998-07-31,23.965898,24.1136180909,23.8295235,23.9857635455,196145.454545,0.149937909091
1998-08-31,19.4880683333,19.5803197143,19.276754,19.3481827143,88685.7142857,0.129746571429
1998-09-30,14.5718882,14.72188805,14.32499995,14.49687595,282960.0,0.09806635
1998-10-31,15.7556725,15.7869270455,15.7158870909,15.7272544091,70145.4545455,0.106389136364
1998-11-30,18.14686805,18.41562005,18.05937595,18.321876,46920.0,0.12394085
1998-12-31,18.2300945,18.5738289091,18.1960145909,18.5170364091,40036.3636364,0.128938772727
1999-01-31,15.6111067222,15.8333200556,15.29516,15.43404,163466.666667,0.116685722222
1999-02-28,10.8453978947,10.9703746316,10.5986652632,10.7203704211,145768.421053,0.081049
1999-03-31,11.513593,11.7174053478,11.4701112609,11.6521774348,244069.565217,0.0880936956522
1999-04-30,19.940468381,20.4136915714,19.7291773333,20.130971619,593028.571429,0.152195857143
1999-05-31,21.3750241,21.5593679,21.15939615,21.3437641,2084280.0,0.15304865
1999-06-30,24.3011345909,24.7130507727,24.1278547273,24.5681671818,2988545.45455,0.192298681818
1999-07-31,26.5744227619,26.8988002857,26.2648798571,26.5446401429,1370971.42857,0.209947285714
1999-08-31,22.684502619,22.9434282381,22.4315084286,22.7589141429,488914.285714,0.180004857143
1999-09-30,26.0595083333,26.1904799524,25.889862619,26.0238169048,1338628.57143,0.205827952381
1999-10-31,25.3571425714,25.4821371429,25.2410852857,25.377954381,205828.571429,0.200719666667
1999-11-30,29.6934629048,30.0357142857,29.5625028571,29.8333139524,307314.285714,0.235958047619
1999-12-31,33.9829526818,34.3494546364,33.6299891818,33.9573928182,619200.0,0.268574590909
2000-01-31,38.343744,38.8687797,37.86249605,38.43121225,3640080.0,0.3083833
2000-02-29,31.65936,31.88120435,31.4343483,31.6780923,604560.0,0.25419425
2000-03-31,32.3437528636,32.7812402273,32.0113527273,32.4119455909,3084545.45455,0.262674954545
2000-04-30,31.4013094737,31.5789347368,30.950678,31.1398104737,381221.052632,0.252929263158
2000-05-31,27.0625305909,27.4517125909,26.8608213636,27.2017305455,188072.727273,0.220942590909
