date,price,pe,ticker
2006-06-30,0.0,0.0,PG
2007-06-30,0.132985718734,-0.127323918484,PG
2007-09-30,0.0939225237374,0.0312900087059,PG
2007-12-31,0.0847640817591,-0.0930082431225,PG
2008-03-31,-0.0813859593612,-0.0108404051465,PG
2008-06-30,-0.0442392430141,-0.0123429457021,PG
2008-06-30,0.0,0.000168123739072,PG
2008-09-30,0.0881718312463,-0.14512242954,PG
2008-12-31,-0.13987820303,-0.27613554434,PG
2009-03-31,-0.228441009799,-0.0655559579862,PG
2009-06-30,0.10871802663,0.10242248062,PG
2009-09-30,0.07501042374,0.14151358003,PG
2009-12-31,0.110698403981,0.0570570570571,PG
2010-03-31,0.0269169811668,0.00138403263403,PG
2010-06-30,-0.0389675335523,-0.0301884047429,PG
2010-09-30,-0.00666886636726,0.0605310531053,PG
2010-12-31,0.0482453066378,0.137067685126,PG
2011-03-31,-0.035562102006,-0.0177893885675,PG
2011-06-30,0.0486903291323,-0.136976758913,PG
2011-09-30,-0.0253595210928,0.119826827121,PG
2011-12-31,0.0422731864403,0.149400432475,PG
2012-03-31,0.0278449298452,0.044752294624,PG
2012-06-30,-0.0861670763263,-0.0677179962894,PG
2012-09-30,0.121097565609,0.0633304067896,PG
2012-12-31,0.00676392714779,-0.147024825233,PG
2013-03-31,0.11069644036,0.0438177594218,PG
2013-06-30,0.00652564739015,0.229922720247,PG
2013-09-30,0.0116435053118,-0.0515733386951,PG
2013-12-31,0.052188587515,0.0442548229807,PG
2014-03-31,-0.0428456682664,0.00893264985028,PG
2014-06-30,0.00905149951295,-0.0530207756929,PG
2014-09-30,0.0529241687436,0.152509960159,PG
2014-12-31,0.0871874985771,0.127258480826,PG
2015-03-31,-0.0873794588295,-0.012552643415,PG
2015-06-30,-0.0500616986473,0.204968944099,PG
2015-09-30,-0.112752493151,-0.0582474226804,PG
2015-12-31,0.120881053842,-0.082941069148,PG
2016-03-31,0.0491708478449,-0.0718605761579,PG
2016-06-30,0.00500232051258,-0.063748606705,PG
