Unnamed: 0,date,price,pe,ticker
0,2006-06-30,0.610385338034,0.741713073455,PG
29,2006-06-30,0.610385338034,0.741713073455,PG
131,2007-12-31,0.806016041542,0.617707504641,PG
58,2007-12-31,0.806016041542,0.647275258552,PG
103,2007-12-31,0.806016041542,0.67913020419,PG
71,2007-12-31,0.806016041542,0.67913020419,PG
1,2007-12-31,0.806016041542,0.605442853355,PG
30,2007-12-31,0.806016041542,0.605442853355,PG
104,2008-03-31,0.769239247744,0.631066030231,PG
31,2008-03-31,0.769239247744,0.598879607531,PG
72,2008-03-31,0.769239247744,0.631066030231,PG
2,2008-03-31,0.769239247744,0.598879607531,PG
33,2008-06-30,0.667581553083,0.591587112172,PG
32,2008-06-30,0.667581553083,0.591487669053,PG
4,2008-06-30,0.667581553083,0.591587112172,PG
3,2008-06-30,0.667581553083,0.591487669053,PG
105,2008-06-30,0.667581553083,0.509645982498,PG
73,2008-06-30,0.667581553083,0.509645982498,PG
106,2008-09-30,0.765067571196,0.567853354548,PG
5,2008-09-30,0.765067571196,0.505734553169,PG
34,2008-09-30,0.765067571196,0.505734553169,PG
74,2008-09-30,0.765067571196,0.567853354548,PG
59,2008-12-31,0.678669477601,0.591487669053,PG
60,2008-12-31,0.678669477601,0.591587112172,PG
132,2008-12-31,0.678669477601,0.509645982498,PG
75,2008-12-31,0.678669477601,0.434599575709,PG
35,2008-12-31,0.678669477601,0.366083267038,PG
6,2008-12-31,0.678669477601,0.366083267038,PG
107,2008-12-31,0.678669477601,0.434599575709,PG
76,2009-03-31,0.516961269819,0.32720100769,PG
7,2009-03-31,0.516961269819,0.342084327765,PG
36,2009-03-31,0.516961269819,0.342084327765,PG
108,2009-03-31,0.516961269819,0.32720100769,PG
37,2009-06-30,0.560983645229,0.377121453195,PG
77,2009-06-30,0.560983645229,0.367442322991,PG
109,2009-06-30,0.560983645229,0.367442322991,PG
8,2009-06-30,0.560983645229,0.377121453195,PG
9,2009-09-30,0.635854655214,0.430489260143,PG
78,2009-09-30,0.635854655214,0.418357199682,PG
38,2009-09-30,0.635854655214,0.430489260143,PG
110,2009-09-30,0.635854655214,0.418357199682,PG
79,2009-12-31,0.665605485371,0.44994696367,PG
39,2009-12-31,0.665605485371,0.455051710422,PG
111,2009-12-31,0.665605485371,0.44994696367,PG
61,2009-12-31,0.665605485371,0.377121453195,PG
133,2009-12-31,0.665605485371,0.367442322991,PG
10,2009-12-31,0.665605485371,0.455051710422,PG
112,2010-03-31,0.694587800838,0.4678135773,PG
11,2010-03-31,0.694587800838,0.455681516839,PG
40,2010-03-31,0.694587800838,0.455681516839,PG
80,2010-03-31,0.694587800838,0.4678135773,PG
81,2010-06-30,0.658469674321,0.449582338902,PG
12,2010-06-30,0.658469674321,0.441925218775,PG
113,2010-06-30,0.658469674321,0.449582338902,PG
41,2010-06-30,0.658469674321,0.441925218775,PG
13,2010-09-30,0.658359903759,0.468675417661,PG
42,2010-09-30,0.658359903759,0.468675417661,PG
82,2010-09-30,0.658359903759,0.451040837974,PG
114,2010-09-30,0.658359903759,0.451040837974,PG
115,2010-12-31,0.706224665989,0.533711217184,PG
43,2010-12-31,0.706224665989,0.532915672235,PG
134,2010-12-31,0.706224665989,0.449582338902,PG
83,2010-12-31,0.706224665989,0.533711217184,PG
14,2010-12-31,0.706224665989,0.532915672235,PG
62,2010-12-31,0.706224665989,0.441925218775,PG
116,2011-03-31,0.676254261774,0.498508353222,PG
15,2011-03-31,0.676254261774,0.523435428268,PG
44,2011-03-31,0.676254261774,0.523435428268,PG
84,2011-03-31,0.676254261774,0.498508353222,PG
16,2011-06-30,0.697881247025,0.451736939804,PG
117,2011-06-30,0.697881247025,0.498574648634,PG
85,2011-06-30,0.697881247025,0.498574648634,PG
45,2011-06-30,0.697881247025,0.451736939804,PG
17,2011-09-30,0.693599766982,0.505867143994,PG
46,2011-09-30,0.693599766982,0.505867143994,PG
118,2011-09-30,0.693599766982,0.490155131265,PG
86,2011-09-30,0.693599766982,0.490155131265,PG
119,2012-12-31,0.74530686114,0.476498276319,PG
18,2012-12-31,0.74530686114,0.513656854946,PG
135,2012-12-31,0.74530686114,0.517236807213,PG
63,2012-12-31,0.74530686114,0.566328560064,PG
47,2012-12-31,0.74530686114,0.513656854946,PG
87,2012-12-31,0.74530686114,0.476498276319,PG
120,2013-09-30,0.829838613672,0.595432246089,PG
48,2013-09-30,0.829838613672,0.62543092018,PG
88,2013-09-30,0.829838613672,0.595432246089,PG
19,2013-09-30,0.829838613672,0.62543092018,PG
89,2013-12-31,0.893731557525,0.673196764784,PG
136,2013-12-31,0.893731557525,0.618337311058,PG
64,2013-12-31,0.893731557525,0.65944046672,PG
121,2013-12-31,0.893731557525,0.673196764784,PG
20,2013-12-31,0.893731557525,0.65310925484,PG
49,2013-12-31,0.893731557525,0.65310925484,PG
50,2014-03-31,0.884839186951,0.658943251127,PG
90,2014-03-31,0.884839186951,0.662224874039,PG
122,2014-03-31,0.884839186951,0.662224874039,PG
21,2014-03-31,0.884839186951,0.658943251127,PG
91,2014-06-30,0.862773075542,0.605442853355,PG
22,2014-06-30,0.862773075542,0.624005568815,PG
123,2014-06-30,0.862773075542,0.605442853355,PG
51,2014-06-30,0.862773075542,0.624005568815,PG
23,2014-09-30,0.919310590375,0.719172633254,PG
52,2014-09-30,0.919310590375,0.719172633254,PG
92,2014-09-30,0.919310590375,0.708631662689,PG
124,2014-09-30,0.919310590375,0.708631662689,PG
65,2014-12-31,1.0,0.624005568815,PG
53,2014-12-31,1.0,0.810693450013,PG
93,2014-12-31,1.0,0.854315831344,PG
137,2014-12-31,1.0,0.605442853355,PG
24,2014-12-31,1.0,0.810693450013,PG
125,2014-12-31,1.0,0.854315831344,PG
126,2015-03-31,0.899549957165,0.806583134447,PG
54,2015-03-31,0.899549957165,0.800517104216,PG
25,2015-03-31,0.899549957165,0.800517104216,PG
94,2015-03-31,0.899549957165,0.806583134447,PG
55,2015-06-30,0.858930743613,0.964598249801,PG
26,2015-06-30,0.858930743613,0.964598249801,PG
95,2015-06-30,0.858930743613,1.0,PG
127,2015-06-30,0.858930743613,1.0,PG
96,2015-09-30,0.789768417599,0.845896313975,PG
56,2015-09-30,0.789768417599,0.908412887828,PG
128,2015-09-30,0.789768417599,0.845896313975,PG
27,2015-09-30,0.789768417599,0.908412887828,PG
57,2015-12-31,0.871775249611,0.833068151684,PG
28,2015-12-31,0.871775249611,0.833068151684,PG
97,2015-12-31,0.871775249611,0.844371519491,PG
138,2015-12-31,0.871775249611,1.0,PG
66,2015-12-31,0.871775249611,0.964598249801,PG
129,2015-12-31,0.871775249611,0.844371519491,PG
141,2016-03-31,0.903611830217,0.812848050915,PG
140,2016-03-31,0.903611830217,0.773203394325,PG
139,2016-03-31,0.903611830217,0.773203394325,PG
142,2016-03-31,0.903611830217,0.812848050915,PG
143,2016-06-30,0.929520273555,0.723912755237,PG
144,2016-06-30,0.929520273555,0.723912755237,PG
145,2016-06-30,0.929520273555,0.710952002121,PG
146,2016-06-30,0.929520273555,0.710952002121,PG
