ticker,dimension,calendardate,datekey,reportperiod,accoci,assets,assetsavg,assetsc,assetsnc,assetturnover,bvps,capex,cashneq,cashnequsd,cor,currentratio,de,debt,debtusd,depamor,divyield,dps,ebit,ebitda,ebitdamargin,ebitdausd,ebitusd,ebt,eps,epsdil,epsusd,equity,equityavg,equityusd,ev,evebit,evebitda,fcf,fcfps,fxusd,gp,grossmargin,intangibles,intexp,invcap,invcapavg,inventory,liabilities,liabilitiesc,liabilitiesnc,marketcap,ncf,ncfcommon,ncfdebt,ncfdiv,ncff,ncfi,ncfo,ncfx,netinc,netinccmn,netinccmnusd,netincdis,netmargin,payables,payoutratio,pb,pe,pe1,prefdivis,price,ps,ps1,receivables,retearn,revenue,revenueusd,rnd,roa,roe,roic,ros,sgna,sharefactor,sharesbas,shareswa,shareswadil,sps,tangibles,taxexp,tbvps,workingcapital
IBM,ARQ,2002-12-31,2003-03-10,2002-12-31,-3418000000,96484000000,,41652000000,54832000000,,13.376,,5382000000,5382000000,,1.206,3.235,26017000000,26017000000,,0.008,0.15,,,,,,,,,,22782000000,,22782000000,151317604242,25,14.701,,,1.0,,,4115000000,,78454000000,,3148000000,73702000000,34550000000,,130682604242,,,,,,,,,,,,,,7630000000,,5.736,36.514,36.048,,75.7,1.61,1.588,38798000000,31555000000,,,,,,,,,1.0,1726322381,1703244345,,47.666,92369000000,,54.231,7102000000
IBM,ARQ,2003-09-30,2003-11-10,2003-09-30,-2477000000,97190000000,,40566000000,56624000000,,15.863,,5451000000,5451000000,13710000000,1.245,2.557,23024000000,23024000000,,0.007,0.16,2582000000,,,,2582000000,2549000000,1.04,1.02,1.04,27326000000,,27326000000,172325067020,,,,,1.0,7812000000,0.363,7534000000,33000000,74633000000,,3282000000,69864000000,32596000000,,154752067020,,,,,,,,,1785000000,1785000000,1785000000,0,0.083,22178000000,0.154,5.663,,,0,89.95,,,35928000000,35197000000,21522000000,21522000000,901000000,,,,,4303000000,1.0,1720423202,1722600000,1756400000,,89656000000,764000000,52.047,7970000000
IBM,ARQ,2003-12-31,2004-03-08,2003-12-31,-1896000000,104457000000,,44998000000,59459000000,,16.308,-1061000000,7290000000,7290000000,15938000000,1.187,2.749,23632000000,23632000000,1232000000,0.007,0.16,3902000000,5134000000,0.198,5134000000,3902000000,3871000000,1.58,1.55,1.58,27864000000,,27864000000,177089713375,16,11.287,3691000000,2.16,1.0,9975000000,0.385,7831000000,31000000,75068000000,,2942000000,76593000000,37900000000,,160747713375,1839000000,-2612000000,694000000,-274000000,-2528000000,-606000000,4752000000,219000000,2709000000,2709000000,2709000000,53000000,0.105,8460000000,0.101,5.769,21.198,21.498,0,94.59,1.803,1.827,39664000000,37525000000,25913000000,25913000000,1068000000,,,,,4874000000,1.0,1699415513,1708654512,1745862756,51.773,96626000000,1162000000,56.551,7098000000
IBM,ARQ,2004-03-31,2004-05-07,2004-03-31,-1793000000,101825000000,,42619000000,59206000000,,16.661,-926000000,7450000000,7450000000,14241000000,1.204,2.613,23666000000,23666000000,1182000000,0.007,0.18,2324000000,3506000000,0.158,3506000000,2324000000,2289000000,0.95,0.93,0.95,28185000000,,28185000000,164848831538,,,2735000000,1.617,1.0,8009000000,0.36,7684000000,35000000,74972000000,,3049000000,73640000000,35385000000,,148632831538,160000000,-1246000000,-198000000,-271000000,-1710000000,-1707000000,3661000000,-15000000,1602000000,1602000000,1602000000,1000000,0.072,22745000000,0.189,5.273,,,0,88.19,,,35832000000,38733000000,22250000000,22250000000,1187000000,,,,,4484000000,1.0,1685370581,1691700000,1730100000,,94141000000,687000000,55.649,7234000000
IBM,ARQ,2004-06-30,2004-07-30,2004-06-30,-1896000000,99582000000,,41409000000,58173000000,,17.165,-811000000,7715000000,7715000000,14628000000,1.205,2.454,21926000000,21926000000,1127000000,0.008,0.0,2874000000,4001000000,0.173,4001000000,2874000000,2841000000,1.18,1.16,1.18,28830000000,,28830000000,160069979107,13,,3008000000,1.791,1.0,8525000000,0.368,8362000000,33000000,71074000000,,3182000000,70752000000,34357000000,,145858979107,265000000,-977000000,-159000000,-303000000,-2510000000,-932000000,3819000000,-106000000,1988000000,1988000000,1988000000,2000000,0.086,22537000000,0.0,5.059,18.043,18.331,0,87.07,1.571,1.575,34665000000,40309000000,23153000000,23153000000,994000000,,,,,4632000000,1.0,1675192134,1679600000,1713400000,55.274,91220000000,853000000,54.311,7052000000
IBM,ARQ,2004-09-30,2004-10-28,2004-09-30,-1564000000,100676000000,,42430000000,58246000000,,17.79,-1019000000,9178000000,9178000000,14783000000,1.207,2.39,21951000000,21951000000,1161000000,0.008,0.18,2563000000,3724000000,0.159,3724000000,2563000000,2531000000,1.08,1.06,1.08,29702000000,,29702000000,161763404054,13,9.885,2857000000,1.711,1.0,8646000000,0.369,8478000000,32000000,69804000000,,3331000000,70974000000,35167000000,,148990404054,1463000000,-985000000,1608000000,-300000000,-1452000000,-1080000000,3876000000,124000000,1800000000,1800000000,1800000000,0,0.077,22445000000,0.167,5.016,18.396,18.685,0,89.5,1.573,1.577,34007000000,41829000000,23429000000,23429000000,1160000000,,,,,4978000000,1.0,1664697252,1669600000,1700400000,56.747,92198000000,731000000,55.222,7263000000
IBM,ARQ,2004-09-30,2004-11-01,2004-09-30,-1564000000,100676000000,,42430000000,58246000000,,17.79,-1019000000,9178000000,9178000000,14783000000,1.207,2.39,21951000000,21951000000,1161000000,0.008,0.18,2563000000,3724000000,0.159,3724000000,2563000000,2531000000,1.08,1.06,1.08,29702000000,,29702000000,162778869378,13,9.947,2857000000,1.711,1.0,8646000000,0.369,8478000000,32000000,69804000000,,3331000000,70974000000,35167000000,,150005869378,1463000000,-985000000,1608000000,-300000000,-1452000000,-1080000000,3876000000,124000000,1800000000,1800000000,1800000000,0,0.077,22445000000,0.167,5.05,18.522,18.812,0,90.11,1.583,1.588,34007000000,41829000000,23429000000,23429000000,1160000000,,,,,4978000000,1.0,1664697252,1669600000,1700400000,56.747,92198000000,731000000,55.222,7263000000
IBM,ARQ,2004-12-31,2005-02-24,2004-12-31,-2061000000,109183000000,,46970000000,62213000000,,17.931,-989000000,10053000000,10053000000,16609000000,1.18,2.67,22927000000,22927000000,1445000000,0.008,0.36,4388000000,5833000000,0.212,5833000000,4388000000,4349000000,1.82,1.79,1.82,29747000000,,29747000000,164120747596,13,9.618,3061000000,1.845,1.0,10852000000,0.395,10226000000,39000000,72033000000,,3316000000,79436000000,39798000000,,151246747596,875000000,-2210000000,-178000000,-300000000,-1947000000,-1627000000,4050000000,402000000,3040000000,3040000000,3040000000,15000000,0.111,9444000000,0.198,5.084,17.941,18.417,0,92.64,1.571,1.611,39086000000,44525000000,27461000000,27461000000,1163000000,,,,,5290000000,1.0,1632628968,1658936344,1691689116,57.49,98957000000,1309000000,59.651,7172000000
IBM,ARQ,2005-03-31,2005-04-26,2005-03-31,-2163000000,104899000000,,41343000000,63556000000,,18.37,-956000000,8637000000,8637000000,14654000000,1.222,2.506,23412000000,23412000000,1282000000,0.01,0.0,2054000000,3336000000,0.146,3336000000,2054000000,2005000000,0.86,0.84,0.86,29920000000,,29920000000,136467765390,11,8.078,1124000000,0.69,1.0,8254000000,0.36,10332000000,49000000,75520000000,,3417000000,74979000000,33822000000,,121692765390,-1416000000,-3154000000,80000000,-294000000,-2587000000,-680000000,2080000000,-227000000,1402000000,1402000000,1402000000,5000000,0.061,23655000000,0.0,4.067,14.786,15.269,0,75.43,1.255,1.267,34378000000,39219000000,22908000000,22908000000,1240000000,,,,,4933000000,1.0,1613320501,1628700000,1660600000,59.527,94567000000,603000000,58.063,7521000000
IBM,ARQ,2005-06-30,2005-07-26,2005-06-30,-2324000000,103388000000,,40510000000,62878000000,,18.782,-1070000000,8648000000,8648000000,13495000000,1.258,2.432,23718000000,23718000000,1338000000,0.009,0.2,2778000000,4116000000,0.185,4116000000,2778000000,2711000000,1.14,1.12,1.14,30125000000,,30125000000,149307965586,12,8.778,2063000000,1.286,1.0,8775000000,0.394,10966000000,67000000,75295000000,,3248000000,73263000000,32197000000,,134237965586,11000000,-1445000000,-769000000,-321000000,-1344000000,-1338000000,3133000000,-435000000,1829000000,1829000000,1829000000,22000000,0.082,22233000000,0.175,4.456,16.632,17.167,0,84.12,1.397,1.404,33469000000,40717000000,22270000000,22270000000,1189000000,,,,,6497000000,1.0,1595791317,1603900000,1627900000,59.897,92422000000,882000000,57.623,8313000000
