ticker,dimension,calendardate,datekey,reportperiod,accoci,assets,assetsavg,assetsc,assetsnc,assetturnover,bvps,capex,cashneq,cashnequsd,cor,currentratio,de,debt,debtusd,depamor,divyield,dps,ebit,ebitda,ebitdamargin,ebitdausd,ebitusd,ebt,eps,epsdil,epsusd,equity,equityavg,equityusd,ev,evebit,evebitda,fcf,fcfps,fxusd,gp,grossmargin,intangibles,intexp,invcap,invcapavg,inventory,liabilities,liabilitiesc,liabilitiesnc,marketcap,ncf,ncfcommon,ncfdebt,ncfdiv,ncff,ncfi,ncfo,ncfx,netinc,netinccmn,netinccmnusd,netincdis,netmargin,payables,payoutratio,pb,pe,pe1,prefdivis,price,ps,ps1,receivables,retearn,revenue,revenueusd,rnd,roa,roe,roic,ros,sgna,sharefactor,sharesbas,shareswa,shareswadil,sps,tangibles,taxexp,tbvps,workingcapital
NKE,ARQ,2003-06-30,2003-08-07,2003-05-31,-239700000,6713900000,,4679900000,2034000000,,1.891,,634000000,634000000,,2.322,0.682,832700000,832700000,,0.011,0.02,,,,,,,,,,3990700000,,3990700000,13543594455,15,11.89,,,1.0,,,183800000,,4713600000,,1514900000,2723200000,2015200000,,13344894455,,,,,,,,,,,,,,572700000,,3.344,28.154,,,6.325,1.248,1.248,2101100000,3639200000,,,,,,,,,1.0,2109864736,2109864736,,5.07,6530100000,,3.095,2664700000
NKE,ARQ,2004-06-30,2004-07-30,2004-05-31,-86300000,7891600000,,5512000000,2379600000,,2.27,,828000000,828000000,,2.744,0.65,835000000,835000000,,0.01,0.03,,,,,,,,,,4781700000,,4781700000,19156267041,12,11.092,,,1.0,,,501700000,,5387900000,,1633600000,3109900000,2009000000,,19149267041,,,,,,,,,,,,,,763800000,,4.005,20.251,,,9.089,1.563,1.563,2120200000,3982900000,,,,,,,,,1.0,2106919768,2106919768,,5.816,7389900000,,3.507,3503000000
NKE,ARQ,2005-06-30,2005-07-29,2005-05-31,73400000,8793600000,,6351100000,2442500000,,2.696,,1388100000,1388100000,,3.177,0.558,763300000,763300000,,0.011,0.03,,,,,,,,,,5644200000,,5644200000,21301756093,11,10.039,,,1.0,,,541500000,,5628100000,,1811100000,3149400000,1999200000,,21926556093,,,,,,,,,,,,,,843900000,,3.885,18.097,,,10.475,1.596,1.596,2262100000,4396500000,,,,,,,,,1.0,2093227312,2093227312,,6.564,8252100000,,3.942,4351900000
NKE,ARQ,2006-06-30,2006-07-28,2006-05-31,121700000,9869600000,,7359000000,2510600000,,3.076,,954200000,954200000,,2.805,0.57,709400000,709400000,,0.015,0.04,,,,,,,,,,6285200000,,6285200000,20161516259,9,8.447,,,1.0,,,536300000,,6465200000,,2076700000,3584400000,2623300000,,20406316259,,,,,,,,,,,,,,952200000,,3.247,14.66,14.907,,9.988,1.365,1.365,2395900000,4713400000,,,,,,,,,1.0,2043185608,2043185608,,7.319,9333300000,,4.568,4735700000
NKE,ARQ,2007-06-30,2007-07-27,2007-05-31,177400000,10688300000,,8076500000,2611800000,,3.498,,1856700000,1856700000,,3.126,0.521,541200000,541200000,,0.013,0.05,,,,,,,,,,7025400000,,7025400000,26521406217,12,11.04,,,1.0,,,540700000,,6248100000,,2121900000,3662900000,2584000000,,27836906217,,,,,,,,,,,,,,1040300000,,3.962,18.664,18.73,,13.86,1.705,1.705,2494700000,4885200000,,,,,,,,,1.0,2008434792,2008434792,,8.129,10147600000,,5.052,5492500000
NKE,ARQ,2008-06-30,2008-07-28,2008-05-31,251400000,12442700000,,8839300000,3603400000,,3.989,,2133900000,2133900000,,2.661,0.59,625100000,625100000,,0.015,0.06,,,,,,,,,,7825300000,,7825300000,26562404688,10,9.732,,,1.0,,,1191900000,,6420500000,,2438400000,4617400000,3321500000,,28071204688,,,,,,,,,,,,,,1287600000,,3.587,14.905,15.063,,14.31,1.507,1.507,2795300000,5073300000,,,,,,,,,1.0,1961649524,1961649524,,9.496,11250800000,,5.735,5517800000
NKE,ARQ,2008-09-30,2008-10-06,2008-08-31,361000000,12594800000,,8944600000,3650200000,,4.139,-93600000,1625600000,1625600000,2870100000,2.701,0.568,658900000,658900000,78500000,0.015,0.06,704100000,782600000,0.144,782600000,704100000,714200000,0.26,0.26,0.26,8032600000,,8032600000,28699763725,,,264000000,0.136,1.0,2562100000,0.472,1137500000,-10100000,7179000000,,2453900000,4562200000,3311600000,,29666463725,-508300000,-373000000,43400000,-113000000,-433900000,-428100000,357600000,-3900000,510500000,510500000,510500000,0,0.094,1205900000,0.231,3.693,,,0,15.285,,,3035400000,5045900000,5432200000,5432200000,0,,,,,1856400000,1.0,1940887388,1940887388,,,11457300000,203700000,5.903,5633000000
NKE,ARQ,2008-12-31,2009-01-07,2008-11-30,252800000,12634700000,,8923400000,3711300000,,4.192,-117300000,1721500000,1721500000,2540100000,2.888,0.557,793900000,793900000,80700000,0.018,0.06,515600000,596300000,0.13,596300000,515600000,520600000,0.2,0.2,0.2,8116200000,,8116200000,23498754360,,,163400000,0.084,1.0,2050000000,0.447,1027000000,-5000000,7590500000,,2419100000,4518500000,3089600000,,24426354360,95900000,-136600000,107100000,-111600000,-128400000,18000000,280700000,-74400000,391000000,391000000,391000000,0,0.085,1124100000,0.3,3.01,,,0,12.615,,,2737200000,5108700000,4590100000,4590100000,0,,,,,1546800000,1.0,1936294440,1936294440,,,11607700000,129600000,5.995,5833800000
NKE,ARQ,2009-03-31,2009-04-09,2009-02-28,191300000,12255700000,,8998600000,3257100000,,4.238,-109800000,1892100000,1892100000,2492300000,3.148,0.493,800900000,800900000,87400000,0.018,0.06,238400000,325800000,0.073,325800000,238400000,235400000,0.13,0.13,0.13,8210800000,,8210800000,24710050508,,,-85700000,-0.044,1.0,1948500000,0.439,647900000,3000000,7658400000,,2466600000,4044900000,2858200000,,25801250508,170600000,9400000,16200000,-121000000,-94800000,208400000,24100000,32900000,243800000,243800000,243800000,0,0.055,952000000,0.462,3.142,,,0,13.318,,,2892400000,5231500000,4440800000,4440800000,0,,,,,1352100000,1.0,1937394444,1937394444,,,11607800000,-8400000,5.991,6140400000
NKE,ARQ,2009-06-30,2009-07-27,2009-05-31,367500000,13249600000,,9734000000,3515600000,,4.472,-103000000,2291100000,2291100000,2669200000,2.97,0.524,812100000,812100000,88400000,0.018,0.06,488900000,577300000,0.122,577300000,488900000,486300000,0.18,0.17,0.18,8693100000,,8693100000,23969188088,12,10.504,970700000,0.499,1.0,2043800000,0.434,660900000,2600000,7832700000,,2357000000,4556500000,3277000000,,25448188088,399000000,37600000,3600000,-121100000,-76800000,-596400000,1073700000,-1500000,341400000,341400000,341400000,0,0.072,1031900000,0.333,2.927,17.117,17.003,0,13.092,1.327,1.327,2883900000,5451400000,4713000000,4713000000,0,,,,,1394300000,1.0,1943722596,1943722596,,9.866,12588700000,144900000,6.477,6457000000
