ticker,dimension,calendardate,datekey,reportperiod,accoci,assets,assetsavg,assetsc,assetsnc,assetturnover,bvps,capex,cashneq,cashnequsd,cor,currentratio,de,debt,debtusd,depamor,divyield,dps,ebit,ebitda,ebitdamargin,ebitdausd,ebitusd,ebt,eps,epsdil,epsusd,equity,equityavg,equityusd,ev,evebit,evebitda,fcf,fcfps,fxusd,gp,grossmargin,intangibles,intexp,invcap,invcapavg,inventory,liabilities,liabilitiesc,liabilitiesnc,marketcap,ncf,ncfcommon,ncfdebt,ncfdiv,ncff,ncfi,ncfo,ncfx,netinc,netinccmn,netinccmnusd,netincdis,netmargin,payables,payoutratio,pb,pe,pe1,prefdivis,price,ps,ps1,receivables,retearn,revenue,revenueusd,rnd,roa,roe,roic,ros,sgna,sharefactor,sharesbas,shareswa,shareswadil,sps,tangibles,taxexp,tbvps,workingcapital
GS,ARQ,2002-12-31,2003-02-27,2002-11-29,-122000000,355574000000,,,,,38.343,,25211000000,25211000000,,,17.711,234979000000,234979000000,,0.008,0.12,,,,,,,,,,19003000000,,19003000000,241714045859,74,60.474,,,1.0,,,0,,565342000000,,0,336571000000,,,31946045859,,,,,,,,,,,,,,95590000000,,1.681,15.112,15.852,,67.69,2.284,2.399,28938000000,7259000000,,,,,,,,,1.0,471946312,495600000,,28.22,355574000000,,717.462,
GS,ARQ,2003-03-31,2003-04-10,2003-02-28,-18000000,371968000000,,,,,39.881,-113000000,27827000000,27827000000,0,,18.062,242714000000,242714000000,189000000,0.007,0.12,1018000000,1207000000,0.288,1207000000,1018000000,1018000000,1.35,1.29,1.35,19514000000,,19514000000,248861520186,,,-8243000000,-16.847,1.0,4187000000,1.0,0,0,586855000000,,0,352454000000,,,33974520185,-234000000,-255000000,9723000000,-57000000,9411000000,-1515000000,-8130000000,0,662000000,662000000,662000000,0,0.158,104633000000,0.089,1.741,,,0,72.35,,,31459000000,7864000000,4187000000,4187000000,0,,,,,3120000000,1.0,469585628,489300000,512000000,,371968000000,356000000,760.204,
GS,ARQ,2003-06-30,2003-07-11,2003-05-30,18000000,404698000000,,,,,41.256,-143000000,33945000000,33945000000,0,,19.192,263182000000,263182000000,185000000,0.005,0.12,1038000000,1223000000,0.307,1223000000,1038000000,1038000000,1.43,1.36,1.43,20042000000,,20042000000,270631868554,,,-5175000000,-10.653,1.0,3985000000,1.0,0,0,633935000000,,0,384656000000,,,41394868554,2620000000,-257000000,8017000000,-56000000,7704000000,-52000000,-5032000000,0,695000000,695000000,695000000,0,0.174,115472000000,0.084,2.065,,,0,87.32,,,43124000000,8503000000,3985000000,3985000000,0,,,,,2913000000,1.0,474059420,485800000,510200000,,404698000000,343000000,833.055,
GS,ARQ,2003-09-30,2003-10-10,2003-08-29,-9000000,394142000000,,,,,41.838,-116000000,36023000000,36023000000,0,,18.285,257082000000,257082000000,170000000,0.007,0.25,980000000,1150000000,0.303,1150000000,980000000,980000000,1.39,1.32,1.39,20438000000,,20438000000,262222250105,,,-3819000000,-7.818,1.0,3793000000,1.0,0,0,615201000000,,0,373704000000,,,41163250104,-567000000,-204000000,4099000000,-118000000,3922000000,-786000000,-3703000000,0,677000000,677000000,677000000,0,0.178,109853000000,0.18,2.014,,,0,86.94,,,40412000000,9062000000,3793000000,3793000000,0,,,,,2794000000,1.0,473467335,488500000,511700000,,394142000000,303000000,806.841,
GS,ARQ,2003-12-31,2004-02-24,2003-11-28,6000000,403799000000,,,,,44.156,-220000000,36802000000,36802000000,0,,17.667,264995000000,264995000000,337000000,0.008,0.25,1409000000,1746000000,0.431,1746000000,1409000000,1409000000,1.98,1.89,1.98,21632000000,,21632000000,278612080300,62,52.312,990000000,2.021,1.0,4047000000,1.0,0,0,631992000000,,0,382167000000,,,50419080299,446000000,-80000000,-343000000,-119000000,-456000000,-308000000,1210000000,0,971000000,971000000,971000000,0,0.24,109028000000,0.126,2.331,16.778,16.963,0,104.32,3.149,3.182,36377000000,9914000000,4047000000,4047000000,0,,,,,2618000000,1.0,483311736,489900000,513700000,32.785,403799000000,438000000,824.248,
GS,ARQ,2004-03-31,2004-04-06,2004-02-27,29000000,443285000000,,,,,45.193,-157000000,46712000000,46712000000,0,,18.936,288338000000,288338000000,167000000,0.008,0.25,1929000000,2096000000,0.354,2096000000,1929000000,1929000000,2.63,2.5,2.63,22235000000,,22235000000,292576503099,54,47.076,-14989000000,-30.465,1.0,5928000000,1.0,0,0,684911000000,,0,421050000000,,,50950503098,-137000000,-306000000,15524000000,-125000000,15150000000,-455000000,-14832000000,0,1293000000,1293000000,1293000000,0,0.218,125559000000,0.095,2.291,14.013,14.21,0,105.58,2.87,2.926,45218000000,11082000000,5928000000,5928000000,0,,,,,3968000000,1.0,482577222,492000000,517100000,36.083,443285000000,636000000,900.986,
GS,ARQ,2004-06-30,2004-07-09,2004-05-28,16000000,467921000000,,,,,47.452,-71000000,58587000000,58587000000,0,,19.211,289553000000,289553000000,152000000,0.011,0.25,1740000000,1892000000,0.343,1892000000,1740000000,1740000000,2.43,2.31,2.43,23152000000,,23152000000,274725842975,45,39.908,2389000000,4.896,1.0,5511000000,1.0,0,0,698887000000,,0,444769000000,,,43759842975,1091000000,-279000000,-1281000000,-123000000,-1502000000,133000000,2460000000,0,1187000000,1187000000,1187000000,0,0.215,146013000000,0.103,1.89,10.601,10.682,0,90.05,2.27,2.279,43791000000,12146000000,5511000000,5511000000,0,,,,,3756000000,1.0,485950505,487900000,513500000,39.514,467921000000,553000000,959.051,
GS,ARQ,2004-09-30,2004-10-08,2004-08-27,10000000,486686000000,,,,,48.066,90000000,57093000000,57093000000,0,,19.698,299821000000,299821000000,148000000,0.011,0.25,1293000000,1441000000,0.318,1441000000,1293000000,1293000000,1.8,1.74,1.8,23514000000,,23514000000,288357703341,45,40.189,-13453000000,-27.5,1.0,4530000000,1.0,0,0,729414000000,,0,463172000000,,,45629703341,-291000000,-303000000,13482000000,-124000000,13162000000,90000000,-13543000000,0,879000000,879000000,879000000,0,0.194,153077000000,0.139,1.941,10.538,10.661,0,94.24,2.28,2.303,46748000000,12901000000,4530000000,4530000000,0,,,,,3232000000,1.0,484186156,489200000,505000000,40.916,486686000000,414000000,994.861,
GS,ARQ,2004-12-31,2005-02-08,2004-11-26,11000000,531379000000,,,,,51.297,-470000000,52544000000,52544000000,0,,20.188,334719000000,334719000000,157000000,0.009,0.25,1714000000,1871000000,0.408,1871000000,1714000000,1714000000,2.44,2.36,2.44,25079000000,,25079000000,335976007965,50,46.024,-8167000000,-16.705,1.0,4581000000,1.0,0,0,813554000000,,0,506300000000,,,53801007965,-3385000000,-396000000,5261000000,-125000000,4943000000,-631000000,-7697000000,0,1194000000,1194000000,1194000000,0,0.261,161221000000,0.102,2.145,11.817,11.995,0,111.55,2.618,2.657,52545000000,13970000000,4581000000,4581000000,0,,,,,2857000000,1.0,482303971,488900000,506600000,41.982,531379000000,520000000,1086.887,
GS,ARQ,2005-03-31,2005-04-06,2005-02-25,11000000,596149000000,,,,,52.751,-507000000,50733000000,50733000000,0,,21.863,398031000000,398031000000,198000000,0.009,0.0,2145000000,2343000000,0.366,2343000000,2145000000,2145000000,3.06,2.94,3.06,26075000000,,26075000000,400751299162,58,53.101,-6217000000,-12.577,1.0,6405000000,1.0,0,0,943447000000,,0,570074000000,,,53453299162,1166000000,-816000000,8670000000,-128000000,7900000000,-1024000000,-5710000000,0,1512000000,1512000000,1512000000,0,0.236,163822000000,0.0,2.05,11.201,11.562,0,112.5,2.542,2.645,59562000000,15354000000,6405000000,6405000000,0,,,,,4260000000,1.0,475140437,494300000,515100000,42.539,596149000000,633000000,1206.047,
